,title,date_time,email_message
77,Reference: Remittance-Statement Note : Notifier For -[user]@cornell.edu On Nov 3rd 2023,"Fri, 11/03/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""InContact Vendor BillPay ServiceNotification suite -Via- &lt;[user]@imagine8design.com&gt;"". Do not reply to the sender nor click the link within. The link directs to a fake login page. If you entered your credentials into the page, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a></div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""1c1d7b5e-5fe6-4db6-9ed2-f10a390be607"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-quickbooks-phish-2023.11.3.png"" width=""1352"" height=""1046"" alt=""A fake QuickBooks notification for &quot;ACH/EFT Direct Deposit Advice&quot;.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>Payment Advice Batch#4748...11 KB
quickbooks.
ACH/EFT Direct Deposit Advice
Invoice Payment Sent Via: Quickbook Billpay
To be delivered by: Bank transfer (ACH/EFT)
Delivery ETA: Mon, November 06, 2023
See Payment Details</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
78,MESSAGE FROM IT DEPARTMENT / CAMPUS INFORMATION HELPDESK OFFICE,"Thu, 11/02/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish originates from a compromised Cornell email address. The sender may appear as ""Heidi [Surname] &lt;[NetID]@cornell.edu&gt;"". The account has since been secured. Do not follow the link nor reply to the email. The link directs to a fake login form hosted with Jotform that has since been taken down. If you entered your credentials into the form, change your NetID passqword immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>

<p>MESSAGE FROM IT DEPARTMENT / CAMPUS INFORMATION HELPDESK OFFICE<br>
&nbsp;<br>
This message is to notify all staffs to update email account service immediately.<br>
&nbsp;<br><a href=""#"">CLICK HERE TO UPDATE ACCOUNT</a><br>
&nbsp;<br>
ALL STAFFS AND EMPLOYEE ARE ADVISED TO CLICK THE LINK ABOVE TO VERIFY ACCOUNT AUTHETICTY&nbsp;</p>
"
79,DOWNSIZING MUSICAL INSTRUNMENTS AND ITEMS,"Thu, 11/02/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish originates from a compromised Cornell email address. The sender may appear as ""Heidi [Surname] &lt;[NetID]@cornell.edu&gt;"". The account has since been secured. Do not contact the phone number nor reply to the email.</div>

<p>NOTE: THIS IS A ONE TIME VIEW MESSAGE (ENSURE YOU SCREENSHOT THIS EMAIL TO KEEP CONTACT)</p>

<p><br><strong>DOWNSIZING MUSICAL INSTRUNMENTS AND ITEMS</strong></p>

<p>Hello,</p>

<p>Mrs. [Name] is making arrangements to relocate and looking to giveaway Her late Husband's Music instruments to students/staff interested in any of the instrument's listed below as she is travelling out of states soon. The instruments are.</p>

<p>* Violin - (Yamaha AV7-44SG)<br>
* Camera - (Leica S (TyR 006) Digital SLR Camera)<br>
* PIANO ( 2014 steinways and sons Foldable legs (Can fit in door size)<br>
* Guitar - (Eric Clapton's Martin OOO-42)</p>

<p>You can indicate your interest to Mrs [Name] by Texting via her private phone number (+1 ### ### ####) only if you are capable of making the delivery fees for the item. As the item awaits you to send address and shipping fee to Mrs. [Name] so she consults her movers to deliver the items to your listed address</p>

<p><strong>NOTE: THE ITEMS ARE FREE</strong></p>

<p>NO PICKUP OPTION DUE TO HER CURRENT SITUATION</p>

<p><strong>REQUIREMENTS: SHIPPING FEE RANGING $100 - $500 DEPENDING ON YOUR LOCATION</strong></p>
"
80,Student Research Assistant Needed,"Sun, 11/19/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Name] &lt;[user]@gmail.com&gt;"". Do not reply to the sender nor contact the phone number in the body of the email. This is not a legitimate offer for employment. See&nbsp;<a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams</a></div>

<p>Hello there,</p>

<p>This message is from the office of <strong>Professor [Spoofed Name]</strong> of the Statistics and Data Science department. I am an admin assistant to the professor, and I have been directed to broadcast this message to announce the latest job openings at the department to qualified students who are interested in working remotely.</p>

<p><br><strong>Cornell University</strong>, Department of [Department or College Name] urgently requires the service of students as research assistants, whose mentoring/teaching and engagement will contribute to our interconnected goals of excellence, diversity, equity, and inclusion. They are to work remotely and get paid <strong>$550 weekly</strong>.</p>

<p>The research position applications are open to students from any academic department, and tasks can be done remotely. It gives excellent opportunities for students to study and earn money, including assigned research work, mentorship, travel funding, and program-based professional development opportunities related to scholarship and teaching to prepare them for possible tenure-track appointments in the Institution.</p>

<p>Also, the position provides a variety of support activities for students, including networking events, grant writing workshops, and research training. Additionally, the department furnishes tools to help researchers identify potential grant-funding organizations.</p>

<p><em><strong>All this could be achieved without affecting academic performance or leisure time. Tasks can be carried out remotely with less work time a week.</strong></em></p>

<p>To go ahead with the application process and other eligibility descriptions, please get in touch with <strong>Professor [Spoofed Name]</strong> at +1(###) ###-#### via text message acknowledging your full name, email address, year of study, and department to receive the job description and further application requirements.</p>

<p><br>
Best regards.</p>

<p><em><u>C/O</u></em><br><strong>[Spoofed Name]<br>
Title: Professor<br>
Department of [Department or College Name]<br>
Cornell [College Name]</strong></p>

<p></p>
"
81,Modification of Payment Information,"Wed, 11/01/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@adminvision.ro&gt; "" and impersonates a Cornell employee. The bad actor typically attempts to socially engineer a Human Resources staff member to make a fraudulent direct deposit change. Do not reply to the sender.</div>

<p>Hi [Name],</p>

<p>I changed my bank and i want to update my paycheck direct deposit details before next pay</p>

<p>What details do you need ?</p>

<p>Regards<br>
[Spoofed Name]<br>
Postdoctoral Research Fellow<br>
at Cornell University</p>
"
82,"[Spoofed Name] shared the folder ""Company Payroll Amendment - taxsheet report 11/01/2023"" with you","Wed, 11/01/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@nbncnwcdc.org&gt;"". Do not reply to the sender nor click the link. The link directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""4cef3351-6715-498a-963b-72af0d760a02"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-onedrive-phish-2023.11.1.jpeg"" width=""1280"" height=""1007"" alt=""A fake Microsoft OneDrive file share notification for &quot;Taxsheet Report 2023&quot;.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>Company payroll Amendment
Here's the document that ADP payroll Amendment shared with you.
Taxsheet Report 2023
This link will be verified by Microsoft Team for your safety.
Open
Microsoft
Privacy Statement</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
83,"**IMPORTANT TASK: Cornell require [NetID]@cornell.edu to complete due task before November 01, 2023**.","Wed, 11/01/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell Do-Not_Reply &lt;[user]@scottharding.net&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a></div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""6a0aed51-4362-44bf-9a0c-bbe4a5e0bf66"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-teams-phish.png"" width=""636"" height=""751"" alt=""A fake Microsoft Planner notification with the heading &quot;You have a task due scan Qr-Code to complete.&quot; with a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>Hi
[NetID]@cornell.edu. You have a task due.
You have a task due scan Qr-Code to complete.
In the plan Cornell Team Status linked to IT% Cornell &gt; General (al October 31, 2023
View tasks in Microsoft To Do or Microsoft Planner
To change your notification settings, go to Planner for web, choose the settings button in the top right, and then select Notifications. Learn more.</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p></p>
"
84,Autumn Student Research Employment,"Wed, 11/01/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Name] &lt;[user]@connect2me.de&gt;"". Do not contact the sender nor the Instagram account within the email. This is not a legitimate offer for employment. See <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams</a></div>

<p>Cornell University, Department of History Needs the services of students as research assistants. They are to work remotely and get paid $500 Weekly...</p>

<p>The research position is open to students from any department in the institution, and tasks can be done out remotely. It gives students opportunities to study and earn money without affecting academic study or time .Tasks can be carried out remotely with less work time a week.</p>

<p>If you're interested kindly Text Professor [Spoofed Name] on Instagram at ( [username] ) message Only. acknowledging your full name, email address, year of study, a and department to receive the job description and further application requirements</p>

<p>Best regards.</p>

<p>Department of History</p>

<p>Cornell University</p>
"
85,"Cornell-[REVIEW & SIGN] 2024 Benefit Open Enrollment Begins on October 30, 2023 at [Time] [AM/PM] for [Name]","Tue, 10/31/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via DocsShare &lt;[user]@nifty.jp&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""70e18ccb-30e6-4e79-95fb-7e1e3e14b148"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-10.30.2023_0.png"" width=""784"" height=""1119"" alt=""A fake DocuSign notification with the heading &quot;Your document has been completed to review and sign&quot; with a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>DocuSign Your document has been completed to review and sign. SCAN BARCODE TO VIEW DOCUMENT Name NetID@cornell.edu Executed Settlement Agreement. Name, Please sign at your earliest convenience. Do Not Share This Email This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others. About DocuSign Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe - - DocuSign provides a professional trusted solution for Digital Transaction Management . Questions about the Document? If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly. It you would rather not receive email from this sender you may contact the sender with your request</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p></p>
"
86,[Blank Subject],"Mon, 10/30/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>Email me your cell number when you get this.</p>

<p><br>
Best Regards,<br>
[Spoofed Name]<br>
Director</p>

<p><br>
Sent from my mobile device</p>
"
87,Attention please!!!,"Sat, 10/28/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>[Name]</p>

<p></p>

<p>Can you spare me some of your open time right now?</p>
"
88,"Cornell-Approval Request for [Name] on October 28, 2023[Time] [AM/PM]","Sat, 10/28/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via DocsShare &lt;[user]@aminoresq.com&gt;"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""70e18ccb-30e6-4e79-95fb-7e1e3e14b148"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-10.30.2023_0.png"" width=""784"" height=""1119"" alt=""A fake DocuSign notification with the heading &quot;Your document has been completed to review and sign&quot; with a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>DocuSign
Your document has been completed to review and sign.
SCAN BARCODE TO VIEW DOCUMENT
Name
NetID@cornell.edu
Executed Settlement Agreement.
Name, Please sign at your earliest convenience.
Do Not Share This Email
This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.
About DocuSign
Sign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe - - DocuSign provides a professional trusted solution for Digital Transaction Management .
Questions about the Document?
If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.
It you would rather not receive email from this sender you may contact the sender with your request</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure>"
89,2023 Employees Benefit Program,"Tue, 10/17/2023 - 12:00","<p>Dear Employee,</p>

<p>We hope this message finds you all in good health and high spirits. We understand that the past year has been challenging for many, and we want to extend our support during these difficult times. We are excited to introduce the 2023 Employees Benefit Program, designed to provide financial assistance to our valued families and employees.</p>

<p>As part of our ongoing commitment to your well-being, we have established a program that aims to ease financial burdens and provide some relief. We have allocated funds to provide&nbsp;<b>$700</b>&nbsp;to each family and employee that meets the designated criteria.</p>

<p>If you or your family have experienced financial hardship and could benefit from this program, we encourage you to apply. The application process is now open and will remain so until&nbsp;<b>October 21, 2023</b>. To apply, sign in using the link provided below:</p>

<p>[BAD LINK] removed</p>

<p>Sincerely,</p>

<p><b>2023-EBP support team</b></p>
"
90,Research Assistant Needed,"Fri, 10/13/2023 - 12:00","<p>Hello there,</p>

<p><br>
This message is from the office of <strong>Professor [Spoofed Name]</strong> of the Statistics and Data Science department. I am an admin assistant to the professor, and I have been directed to broadcast this message to announce the latest job openings at the department to qualified students who are interested in working remotely.</p>

<p><br><strong>Cornell University</strong>, Department of Statistics and Data Science urgently requires the service of students as research assistants, whose mentoring/teaching and engagement will contribute to our interconnected goals of excellence, diversity, equity, and inclusion. They are to work remotely and get paid <strong>$550 weekly</strong>.<br>
The research position applications are open to students from any academic department, and tasks can be done remotely. It gives excellent opportunities for students to study and earn money, including assigned research work, mentorship, travel funding, and program-based professional development opportunities related to scholarship and teaching to prepare them for possible tenure-track appointments in the Institution.<br>
Also, the position provides a variety of support activities for students, including networking events, grant writing workshops, and research training. Additionally, the department furnishes tools to help researchers identify potential grant-funding organizations.<br><em><strong>All this could be achieved without affecting academic performance or leisure time. Tasks can be carried out remotely with less work time a week.</strong></em></p>

<p><br>
To go ahead with the application process and other eligibility descriptions, please get in touch with <strong>Professor [Spoofed Name]</strong> at +1 (###) ###-#### via text message acknowledging your full name, email address, year of study, and department to receive the job description and further application requirements.</p>

<p>Best regards.</p>

<p><u><em>C/O</em></u><br>
[Spoofed Name]<br><strong>Title: Professor<br>
Department of Statistics and Data Science<br>
Cornell Bowers CIS</strong></p>
"
91,ESSENTIAL TASK:,"Thu, 10/12/2023 - 12:00","<p>Hi [Name],</p>

<p>Is your schedule open today?<br>
I am heading for a meeting, but I am excellent with emails if that works well for you as well.<br>
I'd want you to discreetly run a task for me.</p>

<p>Thanks.</p>

<p>--<br>
[Spoofed Name]</p>

<p>[Org] HR Manager<br>
###-###-2251 ext ###</p>

<p>Cornell Cooperative Extension<br>
[County Name] County<br>
[Address]<br>
TEL: (###) ###-2251<br>
FAX: (###) ###-5148<br>
[user]@cornell.edu</p>
"
92,Confirm ID Report Wednesday-October-2023 [Time] [AM/PM],"Wed, 10/11/2023 - 12:00","<table><tbody><tr><td>
			

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""f6686366-aaeb-4abe-b8d7-a932b385c76d"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--embedded-file.html.twig
   x media--image.html.twig
   * media--embedded-file.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_style' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-style.html.twig' -->


<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/styles/large/public/itc-drupal10-images/pb-ms-logo-table.png?itok=8tNVeJ8Z"" width=""480"" height=""50"" alt=""Four rectangles arranged in a 2 by 2 grid in red, green, blue, and yellow from top-left to bottom-right.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-style.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<b>Cornell Support-Desk</b>&nbsp;</p>
			</td>
		</tr></tbody></table><p>Hello [NetID],</p>

<p>Your credential access Authentication to (<strong>[NetID]@cornell.edu</strong>) is set to expire on:Wednesday-October-2023 07:13 AM.</p>

<p></p>

<p><b>Scan to update you security info.</b></p>

<p></p>

<p>[QR code]</p>

<p>Cornell&nbsp;Security Team</p>

<p></p>
"
